area,bedrooms,bathrooms,stories,parking,age,city_tier,country,city,location,mainroad,furnishingstatus,price
2184,5,4,4,0,58,2,India,Noida,urban,yes,furnished,131200
772,3,3,4,1,39,4,Portugal,Coimbra,rural,yes,unfurnished,161100
2759,1,1,2,3,54,2,South Korea,Suwon,urban,no,semi-furnished,454000
2039,1,1,4,1,30,1,Nepal,Kathmandu,prime,yes,semi-furnished,196900
2350,3,3,2,3,52,3,Portugal,Faro,urban,yes,furnished,330900
1429,4,4,1,0,18,3,Colombia,Cali,suburban,yes,furnished,166700
2329,1,1,3,1,26,2,China,Suzhou,prime,no,furnished,685200
2495,3,3,3,0,43,4,Nepal,Biratnagar,prime,yes,furnished,92900
1951,2,2,2,2,33,3,South Africa,Pretoria,suburban,yes,semi-furnished,190100
1952,5,4,1,0,21,1,Brazil,Sao Paulo,prime,yes,furnished,538200
1976,4,3,1,1,38,3,Malaysia,Johor Bahru,urban,yes,unfurnished,264100
1239,2,2,2,0,8,4,Indonesia,Semarang,urban,yes,unfurnished,119200
1704,3,3,3,2,0,4,Indonesia,Medan,prime,no,unfurnished,235700
1701,5,4,4,0,32,1,UK,Oxford,rural,yes,furnished,794600
2049,4,3,2,3,2,1,USA,Washington DC,suburban,yes,unfurnished,1493500
2450,2,2,3,1,1,4,Canada,Halifax,urban,yes,semi-furnished,574000
1112,5,4,1,2,57,4,Colombia,Barranquilla,urban,yes,semi-furnished,89300
1719,4,4,1,0,22,3,New Zealand,Christchurch,suburban,yes,furnished,479600
2763,1,1,3,2,26,4,India,Indore,suburban,yes,unfurnished,91900
1317,4,4,2,0,23,4,Poland,Lodz,urban,yes,furnished,197700
1266,5,4,1,0,50,3,Spain,Malaga,suburban,yes,unfurnished,239500
1931,5,4,1,3,24,4,Egypt,Luxor,urban,yes,unfurnished,142200
2349,1,1,2,0,7,3,USA,Atlanta,prime,yes,unfurnished,1031300
1807,5,4,2,2,45,4,Brazil,Fortaleza,urban,no,semi-furnished,143700
2664,5,4,3,3,15,4,Colombia,Barranquilla,urban,no,furnished,258900
2357,1,1,4,0,19,1,Brazil,Sao Paulo,urban,yes,furnished,429500
2347,4,4,4,3,3,4,India,Bhopal,prime,yes,semi-furnished,225900
2160,4,3,3,3,52,2,Sweden,Gothenburg,rural,no,unfurnished,435400
3313,1,1,1,2,45,2,New Zealand,Queenstown,suburban,yes,unfurnished,485400
1667,5,4,1,1,4,2,France,Nice,rural,no,furnished,617700
498,2,1,2,0,15,1,Pakistan,Islamabad,urban,yes,unfurnished,87800
2843,2,1,3,0,56,2,India,Hyderabad,suburban,yes,semi-furnished,112600
1502,2,2,3,2,47,4,Mexico,Merida,suburban,no,semi-furnished,74300
1870,3,2,1,0,21,1,Colombia,Bogota,urban,no,semi-furnished,275500
2651,4,3,3,1,46,1,China,Shanghai,urban,yes,furnished,646500
759,5,4,2,2,21,1,Australia,Sydney,suburban,yes,unfurnished,547200
986,2,2,3,2,6,1,Sweden,Stockholm,prime,yes,semi-furnished,876000
759,5,4,4,0,31,1,UAE,Dubai,prime,yes,furnished,537600
1284,5,4,3,1,17,4,UAE,Al Ain,suburban,yes,semi-furnished,247400
2086,1,1,3,0,59,2,South Korea,Suwon,suburban,yes,furnished,344300
2141,2,2,4,3,32,4,UAE,Al Ain,prime,no,semi-furnished,288200
1980,1,1,1,3,16,4,Pakistan,Peshawar,urban,yes,semi-furnished,82300
882,5,4,2,3,48,4,Qatar,Al Wakrah,suburban,yes,unfurnished,206000
350,3,3,2,3,51,1,China,Shenzhen,urban,yes,semi-furnished,239200
1835,2,1,4,3,47,2,USA,Austin,prime,yes,semi-furnished,814600
1493,5,4,4,1,58,2,USA,Portland,suburban,no,semi-furnished,474600
2099,4,3,2,3,32,1,Turkey,Istanbul,rural,yes,semi-furnished,331700
2256,5,4,1,0,21,2,New Zealand,Queenstown,rural,yes,unfurnished,555000
1890,5,4,4,0,41,3,Kenya,Mombasa,rural,yes,furnished,137100
2294,5,4,2,1,6,2,Canada,Montreal,rural,yes,furnished,743000
1949,2,1,3,1,56,2,Japan,Kyoto,suburban,no,semi-furnished,332000
2145,2,2,1,3,48,4,France,Strasbourg,urban,no,semi-furnished,310100
1342,1,1,3,3,24,2,Bangladesh,Chittagong,suburban,yes,furnished,112300
1683,2,1,3,0,21,2,India,Chennai,suburban,no,unfurnished,118100
1928,3,2,2,1,7,2,China,Nanjing,suburban,no,furnished,466100
2333,3,2,4,0,27,1,USA,New York,rural,no,semi-furnished,768800
1544,4,3,3,3,8,1,Australia,Sydney,prime,yes,semi-furnished,1498000
2139,4,4,3,2,8,4,Bangladesh,Rangpur,urban,yes,unfurnished,127700
1627,5,4,1,0,22,1,Poland,Warsaw,suburban,yes,furnished,445500
1724,3,2,3,3,41,1,France,Paris,urban,no,unfurnished,677300
2339,2,2,2,1,6,3,Switzerland,Lugano,urban,yes,semi-furnished,967300
505,3,3,3,0,9,3,UK,Glasgow,prime,yes,furnished,489800
957,5,4,3,2,52,3,Australia,Gold Coast,suburban,no,semi-furnished,297400
837,5,4,2,0,54,3,Malaysia,Johor Bahru,urban,yes,furnished,138200
350,5,4,2,1,32,3,Ireland,Galway,urban,yes,furnished,412400
1359,3,3,2,3,13,1,USA,Seattle,rural,yes,semi-furnished,912400
2287,4,3,2,1,46,1,Philippines,Manila,suburban,yes,semi-furnished,253700
1615,3,3,4,0,8,1,New Zealand,Auckland,urban,no,unfurnished,887000
1929,1,1,2,2,59,3,Bangladesh,Khulna,suburban,yes,furnished,58600
2508,4,3,1,0,3,3,Sweden,Malmo,urban,yes,semi-furnished,749700
2663,1,1,4,3,24,3,Indonesia,Surabaya,urban,yes,semi-furnished,237300
1755,4,4,1,2,21,4,Pakistan,Quetta,rural,yes,semi-furnished,74200
2680,5,4,2,1,48,3,France,Lille,suburban,yes,semi-furnished,409600
1860,1,1,1,2,59,4,Netherlands,Groningen,suburban,no,furnished,198000
1256,4,3,3,0,44,1,Bangladesh,Dhaka,urban,yes,furnished,144700
1414,5,4,2,2,10,2,Norway,Bergen,suburban,no,semi-furnished,695500
838,4,3,4,3,15,3,Colombia,Cali,suburban,yes,semi-furnished,148800
1223,4,3,2,3,0,3,Bangladesh,Sylhet,urban,yes,furnished,153000
1567,5,4,1,2,6,1,Spain,Barcelona,urban,no,semi-furnished,863900
2322,4,4,3,1,14,2,Australia,Brisbane,suburban,yes,semi-furnished,882500
2919,1,1,1,2,0,4,Peru,Trujillo,suburban,no,unfurnished,165900
902,4,3,2,1,14,3,France,Bordeaux,urban,yes,furnished,443700
2055,4,3,4,2,49,2,USA,San Diego,suburban,no,semi-furnished,688500
1124,2,2,1,3,12,4,Vietnam,Can Tho,urban,yes,furnished,119800
2109,4,3,3,1,58,3,Sweden,Uppsala,urban,yes,furnished,397700
1715,5,4,3,3,13,3,Nepal,Pokhara,urban,no,furnished,114800
610,5,4,2,0,23,2,USA,San Diego,urban,yes,unfurnished,678600
2403,5,4,2,2,38,2,France,Lyon,suburban,yes,furnished,707100
1407,4,3,1,3,32,3,USA,Nashville,suburban,yes,furnished,609600
1453,1,1,2,3,10,1,Brazil,Rio de Janeiro,urban,no,furnished,337000
1105,3,3,3,1,11,4,Turkey,Bursa,suburban,no,unfurnished,152900
1375,2,2,3,2,14,4,Indonesia,Makassar,urban,no,semi-furnished,130000
2078,1,1,4,3,46,2,USA,Austin,urban,no,unfurnished,606000
1677,2,2,4,0,41,3,Israel,Eilat,rural,no,semi-furnished,278200
2014,5,4,2,3,1,4,Colombia,Barranquilla,urban,yes,semi-furnished,269400
2035,3,3,4,1,15,3,France,Marseille,suburban,yes,furnished,520900
2658,4,3,4,1,8,4,USA,Memphis,suburban,yes,furnished,677000
1577,3,3,2,0,44,2,Morocco,Marrakesh,suburban,no,semi-furnished,137000
840,2,1,2,0,56,2,Russia,Saint Petersburg,suburban,no,furnished,143500
2494,3,2,3,2,2,4,Netherlands,Groningen,urban,yes,furnished,707300
1585,5,4,2,3,18,3,Argentina,Cordoba,rural,no,semi-furnished,173600
2524,2,1,2,2,56,2,Brazil,Brasilia,urban,no,furnished,216300
2049,2,1,1,3,32,4,Japan,Sendai,suburban,yes,semi-furnished,376200
1715,5,4,4,2,27,2,Turkey,Izmir,suburban,no,semi-furnished,269000
2027,2,2,3,0,26,2,Philippines,Quezon City,urban,yes,furnished,286200
3068,5,4,1,1,11,2,Brazil,Brasilia,urban,yes,unfurnished,411300
3150,5,4,4,2,10,4,Portugal,Coimbra,suburban,no,furnished,425000
1845,1,1,4,0,23,4,Pakistan,Sialkot,prime,yes,furnished,99800
1904,4,4,1,1,42,3,Japan,Sapporo,rural,yes,unfurnished,379100
2500,1,1,3,1,43,4,Indonesia,Makassar,suburban,yes,furnished,116300
1250,5,4,3,0,54,1,USA,San Francisco,suburban,yes,semi-furnished,682200
2016,1,1,1,1,34,1,Switzerland,Zurich,prime,no,unfurnished,1373600
1783,5,4,2,1,34,4,USA,Kansas City,rural,no,semi-furnished,399500
2004,4,3,2,2,18,1,UK,Cambridge,prime,yes,semi-furnished,1513100
1258,3,2,2,0,15,4,Bangladesh,Comilla,urban,yes,unfurnished,65600
767,2,1,3,3,41,4,Vietnam,Can Tho,urban,yes,furnished,68400
453,2,1,1,1,50,1,Greece,Athens,rural,no,unfurnished,136300
1074,3,3,3,2,48,4,Philippines,Davao,suburban,yes,semi-furnished,88400
1502,5,4,3,2,17,3,Bangladesh,Cox's Bazar,urban,no,furnished,120000
1609,5,4,4,0,29,4,Mexico,Merida,suburban,yes,unfurnished,153800
3059,3,3,4,0,48,2,India,Hyderabad,urban,yes,furnished,188200
2519,2,1,2,2,14,2,USA,Chicago,urban,yes,furnished,1035200
1175,3,3,1,1,51,1,China,Shanghai,prime,yes,unfurnished,484800
2026,5,4,2,1,15,3,Canada,Quebec City,prime,no,semi-furnished,953000
1535,3,3,1,2,51,4,South Korea,Gwangju,rural,no,semi-furnished,181800
1615,5,4,3,3,50,3,Portugal,Faro,suburban,yes,semi-furnished,312200
1920,1,1,1,3,43,3,Colombia,Cartagena,prime,yes,furnished,185400
2202,3,2,1,1,14,2,Japan,Osaka,urban,yes,furnished,931700
1579,1,1,3,1,57,3,Spain,Malaga,rural,yes,semi-furnished,175600
2492,4,3,2,2,47,1,Brazil,Sao Paulo,urban,yes,unfurnished,298800
1058,4,3,1,2,53,2,India,Pune,suburban,yes,furnished,79000
1804,2,2,1,1,37,1,UK,Oxford,prime,yes,furnished,954400
3488,4,4,4,1,56,1,Australia,Melbourne,urban,no,semi-furnished,1032300
1945,5,4,4,3,9,3,Brazil,Curitiba,suburban,yes,semi-furnished,301400
2732,3,2,3,3,25,2,France,Lyon,urban,yes,semi-furnished,881400
1859,3,2,2,1,3,3,Bangladesh,Cox's Bazar,suburban,yes,unfurnished,104200
2178,1,1,3,0,14,3,Spain,Valencia,suburban,yes,unfurnished,359400
1763,1,1,3,3,1,1,India,Bangalore,prime,yes,furnished,311100
1689,3,3,1,0,59,1,USA,Washington DC,urban,yes,unfurnished,630100
1293,3,3,4,0,9,3,Philippines,Cebu,rural,yes,semi-furnished,147300
2080,4,4,2,0,8,3,Argentina,Rosario,suburban,yes,furnished,265900
1247,5,4,2,3,4,1,UK,Oxford,urban,yes,semi-furnished,1382600
2233,1,1,4,0,34,2,Netherlands,Utrecht,suburban,yes,furnished,592100
2505,1,1,3,1,56,3,China,Chongqing,urban,yes,semi-furnished,248500
2038,3,2,3,2,41,3,Sweden,Uppsala,rural,yes,unfurnished,372800
1614,2,2,4,0,49,1,Germany,Frankfurt,suburban,yes,furnished,443200
2095,4,3,3,3,21,4,India,Nagpur,urban,yes,semi-furnished,121500
1599,2,1,3,3,9,1,Greece,Athens,urban,no,semi-furnished,485100
2408,3,2,3,2,16,2,India,Pune,suburban,yes,unfurnished,192700
610,3,3,1,2,43,1,South Africa,Cape Town,suburban,yes,unfurnished,186400
1582,4,4,4,1,8,2,Thailand,Phuket,urban,yes,semi-furnished,350800
506,1,1,4,2,29,1,France,Paris,urban,yes,semi-furnished,446800
828,5,4,2,3,2,3,Spain,Valencia,suburban,yes,unfurnished,382400
2687,2,1,1,2,6,3,Norway,Trondheim,rural,no,semi-furnished,450900
2382,2,2,4,1,58,4,Egypt,Aswan,urban,yes,unfurnished,87900
1332,4,4,3,1,24,2,Germany,Hamburg,suburban,yes,furnished,590800
823,1,1,2,2,26,3,China,Chongqing,prime,yes,semi-furnished,256600
350,3,3,4,3,17,1,Morocco,Casablanca,suburban,no,unfurnished,173000
1447,1,1,3,1,17,4,Kenya,Nakuru,suburban,no,semi-furnished,89800
3373,2,1,1,2,41,3,Turkey,Antalya,prime,no,semi-furnished,322400
2083,4,4,3,2,11,3,Thailand,Chiang Mai,rural,yes,furnished,223600
1436,2,1,4,1,30,2,USA,Portland,rural,no,unfurnished,528100
2102,5,4,2,0,13,3,Brazil,Belo Horizonte,suburban,no,unfurnished,261000
785,2,2,3,1,2,4,Pakistan,Faisalabad,suburban,yes,furnished,63800
1607,4,3,1,3,31,2,Indonesia,Bali,urban,no,unfurnished,201600
1865,1,1,2,3,10,2,Indonesia,Bali,prime,yes,semi-furnished,344400
1744,5,4,2,1,14,4,Turkey,Adana,urban,yes,unfurnished,209600
2314,4,3,1,2,49,2,Netherlands,Rotterdam,rural,yes,semi-furnished,401800
2024,4,3,1,2,16,1,USA,Boston,suburban,no,semi-furnished,1238900
2234,2,2,3,3,38,3,Argentina,Rosario,rural,yes,unfurnished,156100
1353,2,1,2,0,59,1,Egypt,Cairo,rural,yes,furnished,86100
2384,3,3,2,1,24,4,Turkey,Adana,urban,yes,semi-furnished,219800
2859,2,1,1,1,35,3,Malaysia,Johor Bahru,suburban,yes,semi-furnished,200200
1169,1,1,2,2,6,2,India,Noida,suburban,yes,unfurnished,105600
1223,4,3,2,3,6,3,Canada,Calgary,rural,no,furnished,475600
2668,4,3,4,1,44,1,Malaysia,Kuala Lumpur,urban,yes,semi-furnished,435800
1676,4,3,2,2,45,3,New Zealand,Christchurch,prime,yes,furnished,489800
2712,3,3,3,3,16,1,UAE,Abu Dhabi,prime,yes,unfurnished,1001800
1512,3,2,1,1,4,3,Turkey,Antalya,urban,yes,unfurnished,236900
2746,5,4,1,2,19,2,USA,Portland,suburban,yes,unfurnished,1031900
1885,3,2,3,2,19,2,Pakistan,Lahore,urban,yes,unfurnished,127400
1968,4,3,2,3,20,4,Malaysia,Kuching,rural,no,unfurnished,137600
2817,3,2,2,3,20,3,Portugal,Faro,suburban,no,unfurnished,389400
1565,1,1,2,1,54,2,France,Lyon,rural,yes,unfurnished,214300
1188,2,2,3,0,41,1,Malaysia,Kuala Lumpur,prime,yes,semi-furnished,260900
1508,4,4,2,0,9,1,Saudi Arabia,Riyadh,prime,no,furnished,758800
2094,4,4,4,0,4,1,Pakistan,Karachi,rural,yes,semi-furnished,174700
782,4,4,1,1,56,3,Peru,Arequipa,urban,yes,semi-furnished,74700
2214,4,4,4,1,34,2,Switzerland,Basel,prime,yes,semi-furnished,1629600
1450,2,2,4,0,12,3,Egypt,Alexandria,urban,no,unfurnished,134600
2546,5,4,3,1,31,2,Saudi Arabia,Mecca,prime,no,semi-furnished,494300
350,4,3,1,2,12,4,Mexico,Merida,suburban,yes,unfurnished,113500
1289,2,2,2,0,20,3,Vietnam,Da Nang,rural,no,furnished,98900
704,3,2,4,1,22,3,Saudi Arabia,Dammam,suburban,yes,unfurnished,168600
1263,5,4,3,2,28,4,Nigeria,Kano,prime,yes,semi-furnished,132700
1961,1,1,3,0,41,2,Israel,Jerusalem,suburban,yes,furnished,425200
1684,2,1,2,2,27,4,Pakistan,Multan,prime,yes,semi-furnished,86600
1635,1,1,3,3,9,2,Sweden,Gothenburg,urban,yes,unfurnished,658600
1697,2,2,2,1,58,1,Ireland,Dublin,prime,yes,furnished,736700
1932,2,2,2,0,17,3,Peru,Arequipa,rural,yes,furnished,147700
1144,5,4,1,1,40,2,USA,Miami,urban,yes,unfurnished,615600
2259,5,4,3,2,24,3,Argentina,Cordoba,rural,yes,furnished,238400
2231,5,4,4,1,17,2,Sweden,Gothenburg,prime,yes,semi-furnished,1120100
2050,2,1,2,3,35,4,Sri Lanka,Jaffna,urban,yes,semi-furnished,90400
2162,5,4,1,0,47,1,Poland,Warsaw,rural,yes,furnished,301900
1993,1,1,2,1,28,2,Netherlands,The Hague,urban,no,semi-furnished,625700
3123,1,1,2,3,26,4,Mexico,Merida,suburban,yes,semi-furnished,210300
1743,2,2,3,2,33,4,Bangladesh,Rangpur,urban,yes,unfurnished,84100
1600,2,2,1,0,5,4,UAE,Al Ain,prime,no,furnished,380900
1310,5,4,4,1,10,1,China,Shenzhen,rural,yes,semi-furnished,668100
1129,4,3,1,0,8,3,Ireland,Cork,urban,no,unfurnished,441300
991,4,4,2,3,20,4,New Zealand,Hamilton,urban,no,unfurnished,302200
1222,5,4,1,3,33,1,UAE,Dubai,urban,yes,semi-furnished,482200
1754,4,4,4,0,32,3,Bangladesh,Gazipur,prime,yes,semi-furnished,116400
2017,3,2,2,1,9,1,Thailand,Bangkok,rural,no,furnished,320700
1833,1,1,4,1,40,3,USA,Nashville,prime,no,furnished,604100
1302,1,1,3,3,49,3,Qatar,Al Rayyan,urban,yes,unfurnished,245100
2385,5,4,4,0,48,3,Japan,Fukuoka,urban,yes,furnished,605400
2281,3,3,4,2,9,4,UAE,Ajman,prime,yes,furnished,506000
1696,5,4,4,2,19,1,USA,Los Angeles,urban,yes,furnished,1541700
1376,1,1,3,3,22,3,UK,Glasgow,suburban,yes,unfurnished,391800
2156,4,4,4,1,7,2,Indonesia,Bali,rural,no,unfurnished,234000
1922,2,2,4,1,33,2,Colombia,Medellin,prime,yes,furnished,296700
859,2,2,3,2,54,3,Germany,Cologne,rural,no,unfurnished,199000
1756,4,4,3,2,59,2,Saudi Arabia,Jeddah,suburban,yes,semi-furnished,197900
1970,3,3,3,3,28,1,Colombia,Bogota,urban,no,semi-furnished,306800
1215,1,1,1,0,2,4,UK,Belfast,urban,no,unfurnished,385300
1923,5,4,3,1,48,3,Japan,Sapporo,urban,yes,unfurnished,520800
854,4,4,4,1,37,1,UK,Cambridge,urban,yes,semi-furnished,662800
2669,2,1,4,2,49,1,Mexico,Mexico City,rural,yes,semi-furnished,218500
2611,4,3,2,0,29,2,Indonesia,Bali,prime,no,unfurnished,387900
1636,1,1,2,0,38,1,Japan,Tokyo,urban,yes,furnished,741700
2036,3,2,4,1,27,4,France,Nantes,rural,yes,semi-furnished,321200
350,3,2,4,0,14,4,Egypt,Aswan,urban,yes,semi-furnished,79200
1048,2,2,1,1,14,4,Colombia,Barranquilla,urban,yes,furnished,91300
1609,3,3,3,0,46,1,Egypt,Cairo,urban,yes,furnished,197500
1103,5,4,2,0,0,1,Indonesia,Jakarta,rural,yes,unfurnished,317900
2264,1,1,1,1,51,3,Chile,Valparaiso,suburban,yes,unfurnished,124000
3098,3,2,2,0,48,1,Germany,Munich,prime,yes,semi-furnished,1190600
1035,5,4,4,2,45,1,UAE,Abu Dhabi,suburban,yes,semi-furnished,414300
1256,5,4,2,2,45,4,France,Strasbourg,prime,yes,semi-furnished,359700
1953,5,4,3,0,50,2,USA,Austin,urban,yes,semi-furnished,740000
2847,3,3,3,2,6,1,USA,San Francisco,suburban,yes,unfurnished,1157300
1005,3,2,2,1,29,1,Mexico,Mexico City,prime,no,semi-furnished,302300
1962,3,3,4,2,32,2,Germany,Stuttgart,prime,yes,furnished,929100
2984,5,4,1,3,29,2,Japan,Yokohama,suburban,yes,furnished,1012400
726,5,4,4,2,20,4,South Korea,Daejeon,rural,no,semi-furnished,281900
967,2,2,3,1,52,4,Japan,Sendai,prime,yes,semi-furnished,279600
1525,1,1,4,1,6,3,Qatar,Al Rayyan,rural,yes,unfurnished,309900
1462,2,2,1,1,22,4,Pakistan,Sialkot,urban,no,furnished,60300
2328,2,1,4,1,27,3,China,Chongqing,suburban,no,furnished,355900
1957,2,2,2,3,10,3,Poland,Gdansk,suburban,yes,semi-furnished,254000
646,5,4,4,2,0,4,India,Bhopal,urban,yes,semi-furnished,107800
2135,2,2,2,2,49,4,Portugal,Coimbra,prime,no,semi-furnished,321700
1425,3,3,3,1,28,3,China,Chengdu,suburban,yes,semi-furnished,296300
2628,2,2,4,2,1,1,Singapore,Singapore,rural,yes,furnished,1637600
1392,2,1,4,2,8,1,Pakistan,Islamabad,urban,no,semi-furnished,161500
1386,1,1,1,2,16,4,Portugal,Coimbra,urban,no,furnished,291600
2152,5,4,1,0,21,4,India,Patna,urban,yes,unfurnished,111700
2296,4,3,1,3,17,4,Kenya,Kisumu,prime,yes,semi-furnished,193700
2091,1,1,4,2,22,2,Nepal,Lalitpur,prime,no,furnished,151400
704,4,3,2,1,14,3,Saudi Arabia,Medina,rural,yes,semi-furnished,183300
2150,4,4,3,2,4,1,Israel,Tel Aviv,suburban,yes,unfurnished,1215400
1128,2,1,3,2,59,4,Pakistan,Sialkot,rural,no,furnished,29200
1953,4,4,2,1,37,2,Nepal,Lalitpur,rural,yes,semi-furnished,79200
875,5,4,2,3,11,2,Germany,Hamburg,rural,no,furnished,559300
2090,4,3,2,3,30,1,Germany,Munich,urban,yes,furnished,1011400
1276,4,3,1,3,24,3,UK,Leeds,urban,no,furnished,631800
966,3,2,4,0,39,1,Thailand,Bangkok,urban,yes,semi-furnished,236100
2264,2,1,4,3,30,4,Australia,Hobart,suburban,yes,semi-furnished,395700
1957,1,1,3,1,49,3,Argentina,Rosario,suburban,yes,unfurnished,117000
1401,5,4,2,1,8,4,UAE,Ras Al Khaimah,rural,no,furnished,258200
2743,5,4,1,2,19,4,Pakistan,Quetta,prime,no,semi-furnished,147800
1514,2,2,2,1,34,4,Turkey,Bursa,suburban,yes,unfurnished,122900
1821,5,4,2,3,30,2,USA,Chicago,suburban,yes,furnished,788700
1975,1,1,1,2,22,3,Brazil,Porto Alegre,suburban,no,unfurnished,182400
1397,2,2,4,0,46,3,India,Lucknow,urban,no,semi-furnished,78400
2106,1,1,2,0,22,3,South Korea,Daegu,prime,yes,unfurnished,559400
1453,2,2,3,0,21,2,Australia,Perth,urban,yes,semi-furnished,612600
1532,2,1,3,1,28,3,Saudi Arabia,Khobar,urban,yes,furnished,260900
2686,3,3,1,1,33,2,USA,Miami,suburban,yes,semi-furnished,743400
1124,3,2,3,3,10,3,Mexico,Cancun,rural,yes,furnished,178500
350,1,1,3,1,33,3,Colombia,Cartagena,rural,yes,unfurnished,61000
2847,1,1,2,0,15,4,Australia,Darwin,urban,yes,unfurnished,610500
3457,5,4,3,2,15,4,India,Patna,urban,yes,unfurnished,180300
1537,3,2,4,1,38,1,UAE,Abu Dhabi,suburban,no,unfurnished,391700
541,5,4,1,3,31,2,Switzerland,Lausanne,urban,no,semi-furnished,662900
1598,1,1,4,0,55,4,Sri Lanka,Jaffna,prime,yes,semi-furnished,65100
1614,2,2,2,1,14,3,Bangladesh,Sylhet,urban,no,semi-furnished,106200
1677,1,1,1,2,30,4,Italy,Genoa,suburban,no,furnished,222600
1076,5,4,2,0,8,4,Qatar,Al Wakrah,suburban,yes,furnished,333100
2177,1,1,4,2,21,3,China,Wuhan,suburban,yes,semi-furnished,382100
2141,5,4,3,2,47,4,Australia,Darwin,urban,no,unfurnished,380000
829,1,1,2,0,30,2,France,Lyon,urban,yes,semi-furnished,372100
2254,4,4,4,2,51,1,Qatar,Doha,prime,yes,unfurnished,794800
3134,3,3,4,3,39,1,Morocco,Casablanca,prime,yes,semi-furnished,489900
1912,5,4,4,2,48,4,Portugal,Coimbra,rural,no,unfurnished,186400
1581,1,1,3,0,7,3,Malaysia,Johor Bahru,urban,yes,unfurnished,240300
1708,2,1,3,3,37,1,Italy,Milan,suburban,no,semi-furnished,497000
2200,4,4,3,0,52,3,Canada,Calgary,suburban,yes,furnished,465600
675,5,4,2,3,4,1,Philippines,Manila,urban,yes,furnished,342100
1907,3,3,3,3,7,2,Thailand,Phuket,prime,yes,unfurnished,494800
1546,1,1,1,0,31,2,India,Kolkata,urban,no,unfurnished,118100
3001,4,3,1,1,46,1,Portugal,Lisbon,urban,yes,furnished,708500
1687,3,3,3,3,57,1,Peru,Lima,urban,yes,semi-furnished,221700
2884,4,3,2,2,35,3,India,Lucknow,urban,yes,semi-furnished,176600
1083,3,3,2,2,54,4,Greece,Patras,prime,yes,unfurnished,171800
2182,5,4,4,2,28,4,Pakistan,Multan,suburban,yes,semi-furnished,77000
2008,1,1,3,3,48,3,Australia,Gold Coast,urban,no,unfurnished,376500
1235,4,4,1,2,7,2,China,Nanjing,rural,no,unfurnished,391500
1915,4,4,4,2,41,1,Sweden,Stockholm,prime,no,semi-furnished,1072200
2588,3,2,4,1,17,4,New Zealand,Hamilton,urban,yes,furnished,499000
1590,3,3,1,3,30,4,Pakistan,Faisalabad,urban,yes,furnished,67700
700,4,4,4,2,52,2,Italy,Venice,urban,yes,unfurnished,337700
1789,3,2,2,3,26,4,UK,Belfast,prime,yes,unfurnished,557500
1213,2,1,2,3,4,3,Bangladesh,Narayanganj,urban,yes,furnished,95900
1577,3,2,3,1,35,3,Thailand,Pattaya,prime,yes,unfurnished,209800
1747,5,4,4,2,3,4,Russia,Yekaterinburg,urban,no,unfurnished,292700
691,1,1,2,2,28,4,Kenya,Kisumu,urban,yes,furnished,78500
750,5,4,3,0,10,2,USA,Denver,suburban,yes,furnished,769200
2113,2,2,1,2,24,4,Japan,Sendai,urban,yes,semi-furnished,436000
1460,1,1,1,3,41,2,Netherlands,Utrecht,urban,yes,furnished,513500
350,1,1,3,2,35,4,UK,Belfast,urban,no,unfurnished,169300
2310,1,1,1,2,13,4,UAE,Ras Al Khaimah,suburban,yes,furnished,286300
1977,5,4,1,0,55,2,Morocco,Marrakesh,suburban,yes,furnished,140100
1336,2,2,1,1,10,2,China,Guangzhou,urban,yes,unfurnished,429500
944,4,3,2,0,13,4,India,Bhopal,urban,yes,semi-furnished,85500
2343,1,1,1,1,39,1,Malaysia,Kuala Lumpur,urban,yes,unfurnished,304600
2027,3,3,4,1,8,4,USA,Detroit,suburban,yes,furnished,612000
3349,3,2,2,0,58,4,Qatar,Al Wakrah,urban,yes,semi-furnished,261700
2073,4,4,2,1,9,1,Poland,Warsaw,prime,no,unfurnished,705600
2052,5,4,1,2,23,3,UK,Leeds,suburban,yes,furnished,604100
1691,4,3,1,2,41,1,UK,Cambridge,rural,no,semi-furnished,537500
2331,4,4,2,1,45,3,Thailand,Chiang Mai,suburban,no,semi-furnished,177000
2206,2,2,4,2,52,1,Pakistan,Islamabad,suburban,yes,unfurnished,104600
2614,1,1,3,2,30,3,Thailand,Chiang Mai,rural,yes,furnished,170500
1461,1,1,1,0,46,3,Argentina,Rosario,urban,yes,semi-furnished,130800
1517,2,2,1,1,40,4,Australia,Hobart,urban,yes,semi-furnished,325500
1489,3,3,2,3,24,4,Bangladesh,Comilla,suburban,yes,unfurnished,62200
2314,1,1,2,2,10,1,Spain,Madrid,rural,yes,semi-furnished,566500
2774,2,1,4,2,33,1,Mexico,Mexico City,suburban,no,unfurnished,260600
1502,4,4,1,1,46,4,Poland,Lodz,rural,yes,furnished,130800
1524,5,4,4,3,2,2,Switzerland,Basel,rural,no,unfurnished,1253900
2004,5,4,2,1,34,2,UK,Bristol,suburban,no,unfurnished,671300
1640,2,2,2,3,27,2,Japan,Yokohama,suburban,no,furnished,646500
2419,1,1,1,0,54,1,China,Shenzhen,suburban,no,semi-furnished,358600
350,3,3,3,3,44,4,Spain,Zaragoza,suburban,yes,unfurnished,138100
1263,5,4,3,1,48,3,Norway,Trondheim,urban,yes,semi-furnished,447300
1291,3,3,2,2,47,1,USA,San Francisco,prime,yes,furnished,933000
350,5,4,4,0,21,3,France,Marseille,prime,no,semi-furnished,469200
